源编号,源类,年份,行业代码,行业名称,设备类型,排口编号,核算项数,分类理由
SRC-RAW-45E9AAD81D1CE2DB8D31,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA016,9,[]
SRC-RAW-E20BAC23D758194D6259,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA016,9,[]
SRC-RAW-03B8E732E655815114D8,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA016,9,[]
SRC-RAW-DB6ADCBD62844AB3D705,工业锅炉,2022,2662,专项化学用品制造,燃气锅炉,DA003,9,[]
SRC-RAW-FAB5057D4C83F3A4DE14,火电热力,2022,4411,火力发电,燃煤锅炉,DA001,17,[]
SRC-RAW-AD8770B38710366C7C2C,火电热力,2022,4411,火力发电,燃煤锅炉,DA002,17,[]
SRC-RAW-2254E9A4B55F49373BD4,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA005,9,[]
SRC-RAW-B0822500EBE0BDF62198,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA006,9,[]
SRC-RAW-3813565566A3B83E884B,火电热力,2022,4411,火力发电,燃煤锅炉,DA001,17,[]
SRC-RAW-034EA11B7545A4E80FF5,火电热力,2022,4411,火力发电,燃煤锅炉,DA002,17,[]
SRC-RAW-35C69BFE401D07315122,范围外,2022,2619,其他基础化学原料制造,余热利用锅炉,DA001,0,[]
SRC-RAW-5A3B95FF279DCD9C47E2,工业锅炉,2022,2919,其他橡胶制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-DA5D879C3B3CA1FE3BFE,工业锅炉,2022,1712,棉织造加工,燃气锅炉,DA003,9,[]
SRC-RAW-AFC47F8B6D7C799CFCAA,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA003,9,[]
SRC-RAW-7760E8BCBC9C7FA96407,工业锅炉,2022,2669,其他专用化学产品制造,燃油锅炉,DA004,9,[]
SRC-RAW-8267E112FAD996D3616B,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA024,9,[]
SRC-RAW-A8521B7F1794F47E60A6,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA024,9,[]
SRC-RAW-021B782B8F28293856E0,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA024,9,[]
SRC-RAW-FD0D39A03CB8B6FD1FE4,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA020,9,[]
SRC-RAW-626575B2B9559B42195B,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA020,9,[]
SRC-RAW-B7C15BC3BEB8BB3A3BFE,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA021,9,[]
SRC-RAW-DD128BA9B203C40F567B,工业锅炉,2022,3130,钢压延加工,燃气锅炉,DA021,9,[]
SRC-RAW-A25F8714E2FF75BD237B,工业锅炉,2022,2614,有机化学原料制造,燃气锅炉,DA002,9,[]
SRC-RAW-336175CD9F6BE92DE5C8,工业锅炉,2022,2614,有机化学原料制造,燃气锅炉,DA014,9,[]
SRC-RAW-C42947AC48EEE45E65C8,工业锅炉,2022,1514,黄酒制造,燃油锅炉,DA001,9,[]
SRC-RAW-1F82DD429A74692FFB71,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA003,9,[]
SRC-RAW-364BC6C7CBCA77C1FD28,工业锅炉,2022,2511,原油加工及石油制品制造,燃气锅炉,DA024,9,[]
SRC-RAW-E05C62BE45142150DE58,工业锅炉,2022,2826,氨纶纤维制造,燃气锅炉,DA004,9,[]
SRC-RAW-0FF9EAE742E1CA475E9D,工业锅炉,2022,2826,氨纶纤维制造,燃气锅炉,DA004,9,[]
SRC-RAW-54F5388507ACDD9A9B95,工业锅炉,2022,2826,氨纶纤维制造,燃气锅炉,DA004,9,[]
SRC-RAW-DDA808883637FE886702,工业锅炉,2022,2826,氨纶纤维制造,燃气锅炉,DA004,9,[]
SRC-RAW-D9DB5B61B97442F431AA,工业锅炉,2022,2826,氨纶纤维制造,燃气锅炉,DA006,9,[]
SRC-RAW-6D07F006078BAEB6630E,工业锅炉,2022,1469,其他调味品、发酵制品制造,燃油锅炉,DA001,9,[]
SRC-RAW-E7F9B8BFE582116C8E02,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA001,9,[]
SRC-RAW-DA11C6851F4293462E40,火电热力,2022,4412,热电联产,燃气轮机,DA003,9,[]
SRC-RAW-6E050DFAE5706F68F59C,火电热力,2022,4412,热电联产,燃气轮机,DA001,9,[]
SRC-RAW-6E1BAD26A56C661C76BE,火电热力,2022,4412,热电联产,燃气锅炉,DA004,9,[]
SRC-RAW-DD5BF76F8B881D1D2AB7,工业锅炉,2022,2511,原油加工及石油制品制造,燃气锅炉,DA002,9,[]
SRC-RAW-3173E3BAA54F77829294,工业锅炉,2022,2661,化学试剂和助剂制造,燃油锅炉,DA001,9,[]
SRC-RAW-432F3EE1BB2D90534683,工业锅炉,2022,2614,有机化学原料制造,燃气锅炉,DA344,9,[]
SRC-RAW-31A8EB3713170412F710,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA004,9,[]
SRC-RAW-6D2F158202CAA7E3DC66,工业锅炉,2022,2511,原油加工及石油制品制造,燃油锅炉,DA375,9,[]
SRC-RAW-AA85CDD3AC07802FC5B4,工业锅炉,2022,2511,原油加工及石油制品制造,燃油锅炉,DA375,9,[]
SRC-RAW-FF8BD81D0A6EBC60BF63,工业锅炉,2022,2511,原油加工及石油制品制造,燃油锅炉,DA375,9,[]
SRC-RAW-C562943149AE5AF73697,工业锅炉,2022,2511,原油加工及石油制品制造,燃油锅炉,DA375,9,[]
SRC-RAW-E5B4A42700F58784B562,工业锅炉,2022,2511,原油加工及石油制品制造,燃油锅炉,DA375,9,[]
SRC-RAW-0CDF39D17A3A6B293189,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA030,9,[]
SRC-RAW-0B902AD3234AF91F04AD,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA030,9,[]
SRC-RAW-73F2A7AF264C834ABB28,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA030,9,[]
SRC-RAW-1F5A182A865CD464B851,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA030,9,[]
SRC-RAW-8C64796CF51FA976EF3D,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA001,9,[]
SRC-RAW-F71BD7EE84D4067C8C20,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA007,9,[]
SRC-RAW-51EB3EE19FE48708CF0A,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA007,9,[]
SRC-RAW-00CAC0927C0FFACD8B08,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA007,9,[]
SRC-RAW-0E187D9F10D191B202CF,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA017,9,[]
SRC-RAW-8F1FBC4B5210E81BD4EB,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA017,9,[]
SRC-RAW-D4ABCD9EB9D01172AD2A,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA018,9,[]
SRC-RAW-82309B65293489366CFF,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA018,9,[]
SRC-RAW-7A7A57194D295D5AB739,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA001,9,[]
SRC-RAW-A3E8FFD0CD9D8D04650A,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA001,9,[]
SRC-RAW-922B2EAE2ABECAA3F796,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA001,9,[]
SRC-RAW-99440B8AAA14B108324F,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA004,9,[]
SRC-RAW-3EEA99C5E74948D538A2,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA004,9,[]
SRC-RAW-E2E746AF8B85F803ADBE,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA004,9,[]
SRC-RAW-075BF0290032FA65E178,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA004,9,[]
SRC-RAW-7E47D58757F19EE6C0B7,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA007,9,[]
SRC-RAW-22AB15E4A92C863CCB88,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA058,9,[]
SRC-RAW-1DA7934E195D6D530EE8,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA059,9,[]
SRC-RAW-DF05F6798DBA12729B47,工业锅炉,2022,2661,化学试剂和助剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-9386A43C10488B7E579F,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA014,9,[]
SRC-RAW-05DFC6F60594AAEB9BBA,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA001,9,[]
SRC-RAW-71FD22952351AEE17C2B,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA001,9,[]
SRC-RAW-4A378BE015CC86255662,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA002,9,[]
SRC-RAW-EBAFD733D946B9B916F7,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃油锅炉,DA002,9,[]
SRC-RAW-0BF4CB61A653A4369038,火电热力,2022,4430,热力生产和供应,,DA001,9,"[""SOURCE_RELATION_MISSING:设备类型""]"
SRC-RAW-A07A0EDF9CEC875B3A7A,火电热力,2022,4430,热力生产和供应,燃煤锅炉,DA001,9,[]
SRC-RAW-9A9CDE9913604456B3D5,火电热力,2022,4430,热力生产和供应,燃煤锅炉,DA001,9,[]
SRC-RAW-DAA4F119E3D6019724B4,火电热力,2022,4412,热电联产,燃气轮机,DA001,9,[]
SRC-RAW-576517B49A8DF4C96EE3,火电热力,2022,4412,热电联产,燃气轮机,DA002,9,[]
SRC-RAW-F6E57B71E811BF400DE4,工业锅炉,2022,3031,粘土砖瓦及建筑砌块制造,燃气锅炉,DA001,9,[]
SRC-RAW-50E48C034B0B4C31D6F8,工业锅炉,2022,2645,染料制造,燃气锅炉,DA007,9,[]
SRC-RAW-A076DDED16ACAC5CF10B,工业锅炉,2022,2645,染料制造,燃气锅炉,DA007,9,[]
SRC-RAW-9D21F6C1391C94F6A7B5,工业锅炉,2022,2645,染料制造,燃气锅炉,DA007,9,[]
SRC-RAW-F3A0855EA65B08F446B0,工业锅炉,2022,3399,其他未列明金属制品制造,燃油锅炉,DA001,9,[]
SRC-RAW-399F366B2E2701F05390,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-EEFFB73C1928B8279008,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA022,9,[]
SRC-RAW-9115B16D5B7018CC585F,工业锅炉,2022,3442,气体压缩机械制造,燃气锅炉,DA030,9,[]
SRC-RAW-39C2625B953DF358F9C9,工业锅炉,2022,3442,气体压缩机械制造,燃气锅炉,DA030,9,[]
SRC-RAW-7F5368E28A248B6CBC7F,工业锅炉,2022,3442,气体压缩机械制造,燃气锅炉,DA030,9,[]
SRC-RAW-531D65E64A0FFAF683A3,工业锅炉,2022,3982,电子电路制造,燃油锅炉,DA001,9,[]
SRC-RAW-C1EDD5229C7794FEE021,工业锅炉,2022,3982,电子电路制造,燃油锅炉,DA001,9,[]
SRC-RAW-7ACD6CEF06A72C680501,工业锅炉,2022,3982,电子电路制造,燃油锅炉,DA001,9,[]
SRC-RAW-383B51CECD222E29C342,工业锅炉,2022,3442,气体压缩机械制造,燃气锅炉,DA015,9,[]
SRC-RAW-53201372B1B683A2106C,工业锅炉,2022,3442,气体压缩机械制造,燃气锅炉,DA015,9,[]
SRC-RAW-F7E1C1DE9E7580681E9D,范围外,2022,1329,其他饲料加工,燃生物质锅炉,DA001,0,[]
SRC-RAW-AB17FD2426831249046B,工业锅炉,2022,1513,啤酒制造,燃气锅炉,DA001,9,[]
SRC-RAW-99F59F5FADC7E57B38B0,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA031,9,[]
SRC-RAW-B743FED160665FE3FAAE,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA001,9,[]
SRC-RAW-535B6AF971F85597EB40,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA001,9,[]
SRC-RAW-2C656BC3DB4ADE702065,工业锅炉,2022,3352,建筑装饰及水暖管道零件制造,燃气锅炉,DA065,9,[]
SRC-RAW-02421B71782A6178C6D4,工业锅炉,2022,3352,建筑装饰及水暖管道零件制造,燃气锅炉,DA065,9,[]
SRC-RAW-CD65895356B6130C30B8,范围外,2022,2924,泡沫塑料制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-1E0F240EF89447A99FA6,范围外,2022,1713,棉印染精加工,燃气轮机,DA001,0,[]
SRC-RAW-DE05B412B3529E6AD86B,工业锅炉,2022,2231,纸和纸板容器制造,燃气锅炉,DA001,9,[]
SRC-RAW-A667B2E29EDEA0A22571,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA001,9,[]
SRC-RAW-8F8E3A826F42E5D5E61B,工业锅炉,2022,1329,其他饲料加工,燃气锅炉,DA001,9,[]
SRC-RAW-E35411A65DA7380D4ED1,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA001,9,[]
SRC-RAW-CC12018B435EFE18983F,工业锅炉,2022,3039,其他建筑材料制造,燃油锅炉,DA001,9,[]
SRC-RAW-0FD603FE496911B6B2BD,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA001,9,[]
SRC-RAW-5EA5DA82944B24B1345A,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA002,9,[]
SRC-RAW-C19A926AA8A833CBF154,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA003,9,[]
SRC-RAW-F5A7F88C5E99835BC649,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA029,9,[]
SRC-RAW-F6181637799ED1B2E092,工业锅炉,2022,2625,有机肥料及微生物肥料制造,燃气锅炉,DA001,9,[]
SRC-RAW-FA30A00EA062F69CF616,工业锅炉,2022,2625,有机肥料及微生物肥料制造,燃气锅炉,DA001,9,[]
SRC-RAW-8B034EB77E3FA0A81B14,工业锅炉,2022,2625,有机肥料及微生物肥料制造,燃气锅炉,DA001,9,[]
SRC-RAW-FFA84829FA8B7EF47F47,工业锅炉,2022,2625,有机肥料及微生物肥料制造,燃气锅炉,DA001,9,[]
SRC-RAW-035A383C1813DFFD15F8,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA003,9,[]
SRC-RAW-C5139B0C6FD589255DAA,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA003,9,[]
SRC-RAW-5D07BB5B16B7A7C3DDE4,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA003,9,[]
SRC-RAW-335F2C023F72CDC6D88A,工业锅炉,2022,3031,粘土砖瓦及建筑砌块制造,燃气锅炉,DA001,9,[]
SRC-RAW-6F08F34F83FFCD505F03,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-16F6A5E92A35AFD49162,范围外,2022,2720,化学药品制剂制造,燃气轮机,DA022,0,[]
SRC-RAW-ACC149BD59A41456CAFA,范围外,2022,2720,化学药品制剂制造,燃气轮机,DA022,0,[]
SRC-RAW-82FE9618A5A941372F41,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA001,9,[]
SRC-RAW-456643273FD031A94D74,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA001,9,[]
SRC-RAW-2525498747B6B2366693,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA001,9,[]
SRC-RAW-1B0DC00D88BFD2E8C11B,工业锅炉,2022,1819,其他机织服装制造,燃油锅炉,DA001,9,[]
SRC-RAW-DEBF4F2757CBAFE1F5CB,工业锅炉,2022,1453,蔬菜、水果罐头制造,燃气锅炉,DA981,9,[]
SRC-RAW-548C8BF52432EA44AA20,工业锅炉,2022,1723,毛染整精加工,燃气锅炉,DA001,9,[]
SRC-RAW-EB5F94FD85EE0659CD5E,范围外,2022,2924,泡沫塑料制造,燃生物质锅炉,DA312,0,[]
SRC-RAW-ED14043F96AA04349B86,工业锅炉,2022,1519,其他酒制造,燃气锅炉,DA001,9,[]
SRC-RAW-424B62172DDC93D5CAEA,工业锅炉,2022,1712,棉织造加工,燃气锅炉,DA004,9,[]
SRC-RAW-395632416A630ED7B908,范围外,2022,1712,棉织造加工,燃生物质锅炉,DA004,0,[]
SRC-RAW-3BABF5163FFD828E9AA6,工业锅炉,2022,1492,保健食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-D68FAF073F4746199DEC,工业锅炉,2022,1492,保健食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-7E2CBED8326B9915A843,工业锅炉,2022,2669,其他专用化学产品制造,燃油锅炉,DA001,9,[]
SRC-RAW-F665790DCD0FC8A67F3A,范围外,2022,1361,水产品冷冻加工,燃生物质锅炉,DA002,0,[]
SRC-RAW-D967EBB87AF247CA7820,工业锅炉,2022,2221,机制纸及纸板制造,燃气锅炉,DA001,9,[]
SRC-RAW-FF9EB77F49B753304084,范围外,2022,1819,其他机织服装制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-A7A5921F7A7EFC5BDD77,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA001,9,[]
SRC-RAW-823400C5DFA645180114,工业锅炉,2022,1761,针织或钩针编织物织造,燃气锅炉,DA310,9,[]
SRC-RAW-F7400186FA7B4D1BD87A,工业锅炉,2022,1371,蔬菜加工,燃气锅炉,DA961,9,[]
SRC-RAW-A985ACCCBED3F355FF2F,范围外,2022,1723,毛染整精加工,燃生物质锅炉,DA001,0,[]
SRC-RAW-C821EE7BD3B586502DAF,范围外,2022,2924,泡沫塑料制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-31876F7B1B5A1F83ADCF,工业锅炉,2022,2761,生物药品制造,燃气锅炉,DA001,9,[]
SRC-RAW-BCB0410FDE1D2068C033,工业锅炉,2022,2761,生物药品制造,燃气锅炉,DA001,9,[]
SRC-RAW-98A00F2B6AF1D22FE90B,工业锅炉,2022,1462,酱油、食醋及类似制品制造,燃油锅炉,DA001,9,[]
SRC-RAW-41CCCA9FFBBEAF2BA0B6,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA015,9,[]
SRC-RAW-06F06924BCADDB6AC130,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA015,9,[]
SRC-RAW-FE6A36E2E0549341A7B2,范围外,2022,2662,专项化学用品制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-204DA4EAB1F4D34E814F,工业锅炉,2022,1819,其他机织服装制造,燃油锅炉,DA001,17,[]
SRC-RAW-BB68346CF43A324DCD59,工业锅炉,2022,2319,包装装潢及其他印刷,燃油锅炉,DA001,9,[]
SRC-RAW-5E3B8D631E81B6311CAE,工业锅炉,2022,2319,包装装潢及其他印刷,燃油锅炉,DA001,9,[]
SRC-RAW-EAACBE6746E91EC71831,工业锅炉,2022,1432,速冻食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-8E8CF0952C346597712B,工业锅炉,2022,1371,蔬菜加工,燃油锅炉,DA001,9,[]
SRC-RAW-652A3588E0500FA7EDEE,工业锅炉,2022,1371,蔬菜加工,燃油锅炉,DA001,9,[]
SRC-RAW-A8993747D7F7B9F71136,工业锅炉,2022,1432,速冻食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-6DBB030A322BF8BE4A1D,工业锅炉,2022,1782,绳、索、缆制造,燃气锅炉,DA002,9,[]
SRC-RAW-40936439C418B2047268,工业锅炉,2022,1713,棉印染精加工,其他锅炉,DA001,9,[]
SRC-RAW-C2A07E8B37DA4337574A,火电热力,2022,4412,热电联产,燃煤锅炉,DA001,9,[]
SRC-RAW-E71313A36F2A76EC4077,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA001,9,[]
SRC-RAW-5C9C0817DD1C218F1CF5,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA002,9,[]
SRC-RAW-8848DB76F8FFC5639534,范围外,2022,3022,砼结构构件制造,燃气轮机,DA003,0,[]
SRC-RAW-031A8C80E6CD7D84531D,范围外,2022,3022,砼结构构件制造,燃气轮机,DA003,0,[]
SRC-RAW-5F06D1EA55182A9CBE78,范围外,2022,3022,砼结构构件制造,燃气轮机,DA003,0,[]
SRC-RAW-D991A2F59A6B7CF7253E,工业锅炉,2022,1439,其他方便食品制造,燃气锅炉,DA002,9,[]
SRC-RAW-7DF268CD23016D980536,工业锅炉,2022,1439,其他方便食品制造,燃气锅炉,DA002,9,[]
SRC-RAW-CC6A5FF95A6253A3603E,工业锅炉,2022,1439,其他方便食品制造,燃气锅炉,DA002,9,[]
SRC-RAW-9D4FE2737193BB90EF83,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA135,9,[]
SRC-RAW-1EE2B5B6C94D0DA9429E,工业锅炉,2022,1819,其他机织服装制造,燃气锅炉,DA002,9,[]
SRC-RAW-6E9D19660F2B6888DDB9,工业锅炉,2022,2929,塑料零件及其他塑料制品制造,燃气锅炉,DA002,9,[]
SRC-RAW-CC0550907390844013B4,工业锅炉,2022,2929,塑料零件及其他塑料制品制造,燃气锅炉,DA003,9,[]
SRC-RAW-5689F658878CC475C41E,范围外,2022,1713,棉印染精加工,燃生物质锅炉,DA001,0,[]
SRC-RAW-B2E35975CE116FE7245D,工业锅炉,2022,2664,文化用信息化学品制造,燃气锅炉,DA002,9,[]
SRC-RAW-EC74754E85617F8003EB,工业锅炉,2022,2664,文化用信息化学品制造,燃气锅炉,DA002,9,[]
SRC-RAW-2BB9C611E7600E11A239,工业锅炉,2022,2761,生物药品制造,燃气锅炉,DA001,9,[]
SRC-RAW-287B4C414FE923EFC658,工业锅炉,2022,1431,米、面制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-C9F8A2C8A547103A8FB0,工业锅炉,2022,1432,速冻食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-A80E5B8ED3F2478B3D19,范围外,2022,1524,含乳饮料和植物蛋白饮料制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-3753B2EFFFFB02077028,范围外,2022,1524,含乳饮料和植物蛋白饮料制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-D164D4CE1719B30916BA,工业锅炉,2022,2319,包装装潢及其他印刷,燃气锅炉,DA001,9,[]
SRC-RAW-4DA0D51123D1CA9603AE,工业锅炉,2022,2710,化学药品原料药制造,燃气锅炉,DA005,9,[]
SRC-RAW-3E9E444D5F37534ABC4B,工业锅炉,2022,1433,方便面制造,燃油锅炉,DA001,9,[]
SRC-RAW-7381A913B63F06004D7A,工业锅炉,2022,1752,化纤织物染整精加工,燃气锅炉,DA007,9,[]
SRC-RAW-A4DF02F0F0984DD99D97,工业锅炉,2022,1752,化纤织物染整精加工,燃气锅炉,DA006,9,[]
SRC-RAW-B9323085636EE4E39771,工业锅炉,2022,1752,化纤织物染整精加工,燃气锅炉,DA006,9,[]
SRC-RAW-2D9F5D9501975D14ED91,工业锅炉,2022,1752,化纤织物染整精加工,燃气锅炉,DA006,9,[]
SRC-RAW-838FC8C918EFF3539D89,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA021,9,[]
SRC-RAW-D6AEA1B008E6644E280C,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA021,9,[]
SRC-RAW-833ADEFE4733AD42A34D,范围外,2022,2221,机制纸及纸板制造,燃生物质锅炉,DA002,0,[]
SRC-RAW-A76844F8CA4874DDAB78,火电热力,2022,4411,火力发电,燃煤锅炉,DA002,9,[]
SRC-RAW-57975824CAAF1FEA69F8,火电热力,2022,4411,火力发电,燃煤锅炉,DA003,9,[]
SRC-RAW-E1396E97602796F2B2D9,火电热力,2022,4411,火力发电,燃煤锅炉,DA001,9,[]
SRC-RAW-4110BF8B9048FD830EBC,工业锅炉,2022,1362,鱼糜制品及水产品干腌制加工,燃气锅炉,DA001,9,[]
SRC-RAW-7FBC03AFD4E373141B4A,工业锅炉,2022,2669,其他专用化学产品制造,燃气锅炉,DA002,9,[]
SRC-RAW-4B26B4131240357A1230,工业锅炉,2022,2661,化学试剂和助剂制造,燃油锅炉,DA001,9,[]
SRC-RAW-C96FDD09ABB39FC1BD9F,工业锅炉,2022,2720,化学药品制剂制造,燃油锅炉,DA002,9,[]
SRC-RAW-9AC4EEAB9889012CAA67,工业锅炉,2022,3022,砼结构构件制造,燃气锅炉,DA001,9,[]
SRC-RAW-FC6730173437BEACFA8C,工业锅炉,2022,3031,粘土砖瓦及建筑砌块制造,燃气锅炉,DA001,9,[]
SRC-RAW-97C28C8DBD93985288F0,工业锅炉,2022,2661,化学试剂和助剂制造,燃气锅炉,DA003,9,[]
SRC-RAW-61E1824DD7C600670DCE,范围外,2022,2924,泡沫塑料制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-EE49BBA804FBF5AF1852,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA001,9,[]
SRC-RAW-301961745AE4CCEB13FB,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA002,9,[]
SRC-RAW-02F1AE3DC01E0E3EA7CE,火电热力,2022,4417,生物质能发电,燃生物质锅炉,DA003,9,[]
SRC-RAW-CE79C956A0BED5AD91C8,范围外,2022,2223,加工纸制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-58782790B907DF2B71AB,工业锅炉,2022,1690,其他烟草制品制造,燃气锅炉,DA010,9,[]
SRC-RAW-3FDC68A90317D2C6F54D,工业锅炉,2022,1690,其他烟草制品制造,燃气锅炉,DA010,9,[]
SRC-RAW-B8B462837AF619996063,工业锅炉,2022,1690,其他烟草制品制造,燃气锅炉,DA010,9,[]
SRC-RAW-3C6D3C4BA06421CEE417,工业锅炉,2022,1690,其他烟草制品制造,燃气锅炉,DA010,9,[]
SRC-RAW-023EF35E4A213F5C5A5D,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-5C14513E7F8D7D09D4F6,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-A9BA19DC9ACBDB20E821,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-0AD4A81E2E23AC77568D,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-98DD51E3075A8259CBF1,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-B059B6D570F52D419817,范围外,2022,2221,机制纸及纸板制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-9FD449A6D7E3E0EF55AB,范围外,2022,3360,金属表面处理及热处理加工,余热利用锅炉,DA008,0,[]
SRC-RAW-2E35D49DE3D995A79FC5,范围外,2022,2221,机制纸及纸板制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-29C618B8DC611DDAA506,范围外,2022,3214,锡冶炼,,DA731,0,[]
SRC-RAW-631B437831B3403AC093,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA002,0,[]
SRC-RAW-678F755E21F0185E8E29,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-870E963E0EE54C314BF2,范围外,2022,2221,机制纸及纸板制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-C5DC64A98A687B902757,范围外,2022,2221,机制纸及纸板制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-AE65786241F9D069FD9F,范围外,2022,2221,机制纸及纸板制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-A4384EA34B7511513AFF,范围外,2022,2221,机制纸及纸板制造,燃生物质锅炉,DA002,0,[]
